Title,Company,Salary,Location,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max
Phó Phòng Kỹ Thuật- Thiết Kế,Công Ty TNHH Kỹ Thuật Tự Động An Dương,Thương lượng,"26 Trần Quang Quá, P.Hiệp Tân,Q. Tân Phú - TP.HCM, 26 Trần Quang Quá, P.Hiệp Tân,Q. Tân Phú - TP.HCM","• Tốt nghiệp Đại học chuyên ngành Điện - Điện tử, Hệ thống điện, Kỹ thuật điện, Điều khiển tự động.
• Tối thiểu 5 năm kinh nghiệm thiết kế hệ thống điện, tủ điện, trạm biến áp.
• Tối thiểu 2 năm kinh nghiệm ở vị trí Trưởng nhóm hoặc Phó phòng Kỹ thuật - Thiết kế.
• Thành thạo phần mềm thiết kế: AutoCAD, EPLAN, REVIT.
• Kỹ năng quản lý, phân tích, tính toán hệ thống điện.
• Tư duy sáng tạo, kỹ năng giao tiếp, đàm phán, quản lý đội nhóm.",2025-05-15,Thiết Kế,Điện/Điện tử,5,Cử nhân,Không hiển thị,08:00 - 17:00,Nhân viên,"Thiết Kế Hệ Thống Điện, Phần Mềm CAD, Auto CAD, Revit",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Thiết Kế, Thiết Kế Công Nghiệp/Kỹ Thuật, Điện/Điện tử, Thiết Kế Hệ Thống Điện, Phần Mềm CAD, Auto CAD, Revit, Công Ty TNHH Kỹ Thuật Tự Động An Dương, Hồ Chí Minh",Thiết Kế Công Nghiệp/Kỹ Thuật,0,100
Kỹ Sư Dự Án,Công Ty TNHH Kỹ Thuật Tự Động An Dương,Thương lượng,"26 Trần Quang Quá, P.Hiệp Tân,Q. Tân Phú - TP.HCM, 26 Trần Quang Quá, P.Hiệp Tân,Q. Tân Phú - TP.HCM","• Tốt nghiệp Đại học/ Cao đẳng/ Trung cấp chuyên ngành Điện, Điện tử, Kỹ thuật điện.
• Có ít nhất 3 năm kinh nghiệm trở lên tại các vị trí Giám sát thi công công trình liên quan hệ thống điện trung thế, hạ thế.v.v. hoặc các vị trí tương đương tại các công trình điện công nghiệp.
• Thành thạo vi tính văn phòng và biết sử dụng các phần mềm MS Project, MS Visio, AutoCad.
• Chấp nhận đi công tác xa.",2025-05-15,Khoa Học & Kỹ Thuật,Điện/Điện tử,3,Cử nhân,Không hiển thị,08:00 - 17:00,Nhân viên,"Giám Sát Thi Công, Quản Lý Dự Án, Lập Trình AutoCAD, Kỹ Thuật Điện, MS Visio",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Khoa Học & Kỹ Thuật, Kỹ Thuật Điện/Điện Tử, Điện/Điện tử, Giám Sát Thi Công, Quản Lý Dự Án, Lập Trình AutoCAD, Kỹ Thuật Điện, MS Visio, Công Ty TNHH Kỹ Thuật Tự Động An Dương, Hồ Chí Minh",Kỹ Thuật Điện/Điện Tử,0,100
Nhân Viên Đăng Ký - Pháp Chế Sản Phẩm Dược,Công Ty CP TM Dược Hoàng Long,Thương lượng,"Số 15 Đường 17 Khu B, An Phú – An Khánh, P. An Phú, TP Thủ Đức, TP. HCM, 143 đường 17, khu B An Phú-An Khánh, F. An Phú, Q.2, Tp. HCM.",,2025-05-15,Y Tế/Chăm Sóc Sức Khoẻ,Dịch vụ Y tế/Chăm sóc sức khỏe,3,Cử nhân,Không hiển thị,08:00 - 17:00,Nhân viên,"Tư Vấn Công Bố Thực Phẩm, Pháp Chế Dược, Dược Phẩm, GMP, Sinh Hóa",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Y Tế/Chăm Sóc Sức Khoẻ, Dược Sĩ, Dịch vụ Y tế/Chăm sóc sức khỏe, Tư Vấn Công Bố Thực Phẩm, Pháp Chế Dược, Dược Phẩm, GMP, Sinh Hóa, Công Ty CP TM Dược Hoàng Long, Hồ Chí Minh",Dược Sĩ,0,100
Lead/Senior IT Officer (Onsite Danang),Smartdev LLC,Thương lượng,"81 Quang Trung, Thạch Thang, Hải Châu, Đà Nẵng, Vietnam, 81 Quang Trung, Hải Châu, Đà Nẵng","• 3 – 5 years of experience in IT support or systems administration
• Strong troubleshooting skills in Windows, macOS, and basic network setup
• Hands-on experience with Google Workspace, Microsoft 365, and endpoint security
• Familiarity with IT asset management and helpdesk practices
• Practical experience or involvement with ISO 27001 and/or SOC Type 2 implementation is a strong plus
• Proactive, reliable, and solution-oriented mindset
• Ability to communicate clearly with both technical and non-technical stakeholders
• Intermediate English (reading/writing/speaking)",2025-05-15,Công Nghệ Thông Tin/Viễn Thông,Phần Mềm CNTT/Dịch vụ Phần mềm,3,Không giới hạn,1,9:00 - 18:00,Nhân viên,"Communication, English Communication, Microsoft Office 365, Systems Administration, Technical Support",Tiếng Anh,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, IT Support/Help Desk, Phần Mềm CNTT/Dịch vụ Phần mềm, Communication, English Communication, Microsoft Office 365, Systems Administration, Technical Support, Smartdev LLC, Đà Nẵng",IT Support/Help Desk,0,100
Temporary Accountant Payable (7 Months),North Continental Oils & Fats Vietnam Company Ltd.,Thương lượng,"Khu kinh tế Nghi Sơn, xã Hải Hà, thị xã Nghi Sơn, tỉnh Thanh Hóa, Việt Nam, Phòng 814, tầng 8, tòa nhà Sun Red River, số 23 Phan Chu Trinh, quận Hoàn Kiếm, thành phố Hà Nội, Nghi Son Economic zone, Hai Ha commune, Tinh Gia district, Thanh Hoa province","• Bachelor degree in finance & accounting
• Good at excel and other Microsoft Office skill (e.g Pivot Table, charts, Dashboard)
• Have deeply knowledge on finance & accounting and analysis
• Be proactive in handling tasks
• Strong analytical and problem-solving skills, Hardworking
• ""Cando"", willing to learn, patient
• Able to work under high pressure and meet the deadline
• At least 1 year of experience in FI & Acc. Fresh graduates may also be considered.
• Have knowledge about FI and accounting",2025-05-15,Kế Toán/Kiểm Toán,Hàng tiêu dùng,1,Cử nhân,Không hiển thị,08:00 - 17:00,Nhân viên,"Finance or Accounting degree, MS Excel, Analytical Skills, Problem-solving, Proactive Review",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 7,Khác,"Kế Toán/Kiểm Toán, Kế Toán Thanh Toán, Hàng tiêu dùng, Finance or Accounting degree, MS Excel, Analytical Skills, Problem-solving, Proactive Review, North Continental Oils & Fats Vietnam Company Ltd., Thanh Hóa, Hà Nội",Kế Toán Thanh Toán,0,100
Head of Key Account & Business Development,Công Ty Cổ Phần Sữa Việt Nam (Vinamilk),Thương lượng,"Số 10 Tân Trào, Phường Tân Phú, Quận 7, Số 10, Tân Trào, P. Tân Phú, Q.7, Tp. HCM","EDUCATION AND PROFESSION

- Bachelor Degree.
- Priority is given to majors in Marketing, Business Administration, International Business, Foreign Economics, Foreign Trade or related Economics majors.

EXPERIENCE

- At least 10 years of sales manager experience, sales management for Key Account, Onpremise, Horeca customer groups, practical experience in multinational companies/large-scale consumer goods or fast-moving consumer goods (FMCG) industries.

PROFESSIONAL KNOWLEDGE AND SKILLS

- Have good knowledge of sales in the field of food/fast-moving consumer goods, especially knowledge and understanding of special customer channels (Key Account/Anchor Account) and types of direct consumer customers (On-premise).
- Have basic knowledge of marketing and building trade support activities (trade marketing).
- Have knowledge of implementing business strategies.
- Ability to analyze and plan.
- Good skills in negotiation.
- Good communication/ presentation/ persuasion skills.

*** Please note that only qualified profiles will receive a reply and be contacted for an interview due to the large number of applications Vinamilk receives. Thanks for your attention and application!",2025-05-15,Kinh Doanh,Hàng tiêu dùng,0,Không giới hạn,Không hiển thị,,Trưởng phòng,"Key Account Management, Sales Management, Business Development",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Hàng tiêu dùng, Key Account Management, Sales Management, Business Development, Công Ty Cổ Phần Sữa Việt Nam (Vinamilk), Hồ Chí Minh",Bán Hàng/Phát Triển Kinh Doanh,0,100
Chief Accountant,Ngân Hàng Kookmin - Chi Nhánh Thành Phố Hồ Chí Minh,Thương lượng,"Lầu 3, Tòa nhà MPlaza Saigon, 39 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Lầu 3, Tòa nhà MPlaza Saigon, 39 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",,2025-05-15,Kế Toán/Kiểm Toán,Ngân hàng,3,,,,Trưởng phòng,"Accounting Management, English, Finance, Financial Report, Tax Report",Bất kỳ,Không giới hạn,,,,"Kế Toán/Kiểm Toán, Kế Toán Tài Chính, Ngân hàng, Accounting Management, English, Finance, Financial Report, Tax Report, Ngân Hàng Kookmin - Chi Nhánh Thành Phố Hồ Chí Minh, Hồ Chí Minh",Kế Toán Tài Chính,0,100
Cán Bộ Kỹ Thuật Phòng Dự Án,Công ty Cổ Phần Tập Đoàn Manh Đức Việt Nam,$ 500-700 /tháng,"Bắc Ninh (Thành phố Bắc Ninh, thị xã Từ Sơn, huyện Quế Võ, huyện Yên Phong…), Số 04 - Đường Lý Thánh Tông- Phường Tân Hồng - Từ Sơn- Bắc Ninh","• Tối thiểu 05 năm kinh nghiệm.
• Tối thiểu từ 03 năm trở lên tại các vị trí quản lý dự án đầu tư xây dựng, các phòng/ban quản lý dự án của Chủ đầu tư.
• Nắm vững các quy trình, thủ tục dự án đầu tư; các quy định hiện hành (Luật, nghị định, thông tư…) liên quan đến đầu tư xây dựng;
• Hiểu biết về các quy định pháp luật hiện hành về đầu tư, xây dựng, đất đai, nhà ở, kinh doanh bất động sản;
• Có kỹ năng ngoại giao phù hợp với đối tác, thuyết trình, đàm phán tốt;
• Sử dụng thành thạo tin học văn phòng, các phần mềm có liên quan phục vụ công việc;
• Chịu được áp lực công việc và làm việc với cường độ cao;
• Kỹ năng làm việc, xử lý công việc độc lập ở cường độ cao và chịu áp lực tốt.
• Ưu tiên có chứng chỉ hành nghề: Quản lý dự án, tư vấn giám sát, kỹ sư định giá xây dựng.
• Ưu tiên ứng viên có hộ khẩu tại Bắc Ninh.",2025-05-15,Kiến Trúc/Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,5,Cử nhân,Không hiển thị,09:00 - 18:00,Nhân viên,"Quản Lý Dự Án, Kỹ Thuật Xây Dựng, Công Tác Đầu Tư, Nghiệm Thu Thanh Toán, Pháp Lý Dự Án",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Kiến Trúc/Xây Dựng, Xây Dựng, Kỹ thuật xây dựng/Cơ sở hạ tầng, Quản Lý Dự Án, Kỹ Thuật Xây Dựng, Công Tác Đầu Tư, Nghiệm Thu Thanh Toán, Pháp Lý Dự Án, Công ty Cổ Phần Tập Đoàn Manh Đức Việt Nam, Bắc Ninh",Xây Dựng,0,100
Quản Lý Thiết Kế - Dưới 40 Tuổi (Lương Upto 23 Triệu),Công Ty CP Tập Đoàn Bách Việt,$ 780-900 /tháng,"Số 53 Triều Khúc, Thanh Xuân, Hà Nội, 69 Vũ Trọng Phụng, Thanh Xuân, Hà Nội","- Tốt nghiệp Đại học trở lên Chuyên ngành: Kiến trúc, quy hoạch, xây dựng
Số năm kinh nghiệm:
- Độ tuổi: 30-45 tuổi
- Kinh nghiệm: có ít nhất 05 năm kinh nghiệm tại vị trí tương đương
- Sử dụng thành thạo Autocad, Photoshop, Sketchup, hiểu về kiến trúc công trình, quy hoạch khu đô thị, có kinh nghiệm điều phối các nhà thầu tư vấn và nắm vững các quy chuẩn, tiêu chuẩn, quy phạm về quy hoạch, thiết kế hiện hành.",2025-05-15,Kiến Trúc/Xây Dựng,Kiến trúc/Thiết kế nội thất,5,Cử nhân,Không hiển thị,,Nhân viên,"AutoCAD, Thiết Kế Bản Vẽ, Sketchup, Kiến Trúc Công Trình, Quy Hoạch Đô Thị",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kiến Trúc/Xây Dựng, Thiết Kế & Quy Hoạch Đô Thị, Kiến trúc/Thiết kế nội thất, AutoCAD, Thiết Kế Bản Vẽ, Sketchup, Kiến Trúc Công Trình, Quy Hoạch Đô Thị, Công Ty CP Tập Đoàn Bách Việt, Hà Nội",Thiết Kế & Quy Hoạch Đô Thị,30,45
Senior Graphic Designer,Công ty CP Tinh Hoa Thảo Mộc Phương Đông,Thương lượng,"251T Lương Định Của, P.An Phú, TP.Thủ Đức, 251t Lương Định Của, phường An Phú, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,2025-05-15,Thiết Kế,Làm đẹp (Mỹ phẩm) & Chăm sóc cá nhân,3,,,,Nhân viên,"Color Grading, Illustrator, Indesign, Photoshop, Premiere",Bất kỳ,Không hiển thị,,,,"Thiết Kế, Thiết Kế Đồ Họa, Làm đẹp (Mỹ phẩm) & Chăm sóc cá nhân, Color Grading, Illustrator, Indesign, Photoshop, Premiere, Công ty CP Tinh Hoa Thảo Mộc Phương Đông, Hồ Chí Minh",Thiết Kế Đồ Họa,0,100
4PL Customer Service Senior Consultant - Out Of Gauge Cargo Handling,Maersk Vietnam Ltd.,Thương lượng,"SOFIC Tower, 10 Đường Mai Chí Thọ, Thủ Thiêm, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam, Sofic Tower, 10 Mai Chí Thọ, Thủ Thiêm, Thành Phố Thủ Đức, Thành Phố Hồ Chí Minh",,2025-05-15,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Hậu cần/Giao nhận,3,,,,Nhân viên,"Logistics, Customer Service Experience, Project Cargo",Bất kỳ,Không hiển thị,,,,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Quản Lý Chuỗi Cung Ứng, Hậu cần/Giao nhận, Logistics, Customer Service Experience, Project Cargo, Maersk Vietnam Ltd., Hồ Chí Minh",Quản Lý Chuỗi Cung Ứng,0,100
Chuyên Viên Luật (Phụ Trách Quản Trị Công Ty),Công Ty Cổ Phần Chứng Khoán SSI,Thương lượng,"72 Nguyễn Huệ, phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam, 1C Ngô Quyền - Hoàn Kiếm - Hà Nội","- Tốt nghiệp chuyên ngành Luật hệ chính quy; 
- Có ít nhất 1 năm kinh nghiệm tương tự tại các Công ty chứng khoán hoặc 2 năm kinh nghiệm làm việc trong lĩnh vực pháp lý;
- Có kiến thức sơ cấp trong lĩnh vực chứng khoán, tài chính. Ưu tiên có chứng chỉ hành nghê luật sư hoặc các chứng chỉ chuyên môn chứng khoán
- Có kỹ năng soạn thảo văn bản, làm việc theo nhóm;
- Có kỹ năng trình bày, thuyết trình; có kỹ năng giải quyết vấn đề;
- Có kỹ năng giao tiếp và sử dụng tiếng Anh tốt, đặc biệt là kỹ năng viết.",2025-05-15,Pháp Lý,Chứng khoán,2,Cử nhân,1,,Nhân viên,"Pháp Lý, Chứng Khoán, Tiếng Anh pháp lý",Bất kỳ,Người Việt Nam,Bất kỳ,,Toàn thời gian,"Pháp Lý, Luật Tài Chính Ngân Hàng Thương mại, Chứng khoán, Pháp Lý, Chứng Khoán, Tiếng Anh pháp lý, Công Ty Cổ Phần Chứng Khoán SSI, Hồ Chí Minh",Luật Tài Chính Ngân Hàng Thương mại,0,100
Graphic Designer,RT Holdings,Thương lượng,"240 Đường Trần Bình Trọng, phường 4, Quận 5, Thành phố Hồ Chí Minh, Việt Nam, 240 Trần Bình Trong, Phường 4, Quận 5, TP.HCM","- Tốt nghiệp chuyên ngành thiết kế đồ họa, có tư duy mỹ thuật, gu thẩm mỹ tốt, bắt kịp xu hướng.
- Có 02 năm kinh nghiệm trong lĩnh vực thiết kế trở lên.
- Thành thạo phần mềm:,Adobe Illustrator, Photoshop, Indesign, Figma..
- Có tinh thần khiêm tốn, học hỏi, chịu khó và gắn bó lâu dài.",2025-05-15,Thiết Kế,Giáo dục/Đào Tạo,0,Không giới hạn,Không hiển thị,,Nhân viên,"Graphic Design, Thiết Kế UI-UX, Thiết Kế Poster, Design",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Thiết Kế, Thiết Kế Đồ Họa, Giáo dục/Đào Tạo, Graphic Design, Thiết Kế UI-UX, Thiết Kế Poster, Design, RT Holdings, Hồ Chí Minh",Thiết Kế Đồ Họa,0,100
Chuyên Viên Kế Hoạch Và Phân Tích Tài Chính,Công Ty Cổ Phần Tập Đoàn TH,Thương lượng,"Tầng 8, Opera Business Center, 60 Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội, Số 60 Lý Thái Tổ, Hoàn Kiếm, Hà Nội",,2025-05-15,Ngân Hàng & Dịch Vụ Tài Chính,Tài Chính,2,,,,Nhân viên,"Báo Cáo Quản Trị, Kế Hoạch Kinh Doanh, Phân Tích Tài Chính, Tiếng Anh",Bất kỳ,Không giới hạn,,,,"Ngân Hàng & Dịch Vụ Tài Chính, Phân Tích & Báo Cáo Tài Chính, Tài Chính, Báo Cáo Quản Trị, Kế Hoạch Kinh Doanh, Phân Tích Tài Chính, Tiếng Anh, Công Ty Cổ Phần Tập Đoàn TH, Hà Nội",Phân Tích & Báo Cáo Tài Chính,0,100
Public Relations (KOL And KOC Direction),ENEXTREND.VN COMPANY LIMITED,10tr-15tr ₫/tháng,"Ho Chi Minh, Ho Chi Minh City, Vietnam","• Minimum of 2 years of experience in Public Relations, Marketing, or related field.
• Proven experience in working with KOLs and KOCs is highly preferred.
• Strong communication and interpersonal skills.
• Ability to work independently and as part of a team.
• Creative thinking and problem-solving abilities.
• Familiarity with social media platforms and online marketing.
• Bachelor's degree in Marketing, Communications, or a related field is preferred.",2025-05-15,"Tiếp Thị, Quảng Cáo/Truyền Thông",Thương mại điện tử,2,,,,Nhân viên,"Communication, Content Creation, Kol Management, Public Relations, Public Relations, Koc Collaboration",Bất kỳ,Không giới hạn,,,,"Tiếp Thị, Quảng Cáo/Truyền Thông, Quan Hệ Công Chúng, Thương mại điện tử, Communication, Content Creation, Kol Management, Public Relations, Public Relations, Koc Collaboration, ENEXTREND.VN COMPANY LIMITED, Hồ Chí Minh",Quan Hệ Công Chúng,0,100
Kiểm Soát Thiết Kế Hạ Tầng,Flamingo Holding Group,Thương lượng,"Số 24 Tràng Tiền, Phường Tràng Tiền, Quận Hoàn Kiếm, Thành phố Hà Nội, Việt Nam, 24 Tràng Tiền, Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội","- Tốt nghiệp Đại học trở lên về chuyên ngành Giao thông/Xây dựng.
- Kinh nghiệm công tác: tối thiểu 5 năm trong lĩnh vực thiết kế Giao thông/Xây dựng, 03 năm làm quản lý thiết kế hạ tầng kỹ thuật cho các chủ đầu tư, có kinh nghiệm xử lý hiện trường.
- Ưu tiên ứng viên có kinh nghiệm chủ trì dự án hạ tầng kỹ thuật.
- Chứng chỉ: Chứng chỉ thiết kế công trình giao thông, chứng chỉ thiết kế công trình Hạ tầng.
- Am hiểu về các hạng mục hạ tầng công trình.
- Nắm vững các quy trình, quy chuẩn, tiêu chuẩn về hồ sơ quản lý chất lượng công trình.
- Có khả năng thiết kế tốt các bản vẽ thi công chi tiết.
- Có thể đi công tác sự vụ theo phân công của quản lý cấp trên

Phúc lợi công việc
- Thu nhập: Thỏa thuận theo năng lực.
- Tháng lương 13,14,15 tùy theo tình hình kinh doanh & Đánh giá năng lực
- Du lịch nghỉ mát hàng năm.
- Sử dụng dịch vụ nội bộ, thưởng ngày lễ, quà lễ/sinh nhật/kỷ niệm…
- Đóng bảo hiểm theo quy định: BHYT, BHXH, BHTN theo luật Lao động Việt Nam.
- Được tham gia các khóa đào tạo chuyên nghiệp trong và ngoài công ty, nâng cao kỹ năng, nghiệp vụ và phát triển toàn diện.
- Môi trường làm việc năng động, khuyến khích đóng góp ý kiến cho sự phát triển chung, hướng tới phát triển toàn diện.",2025-05-15,Kiến Trúc/Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,5,Cử nhân,Không hiển thị,09:00 - 18:00,Nhân viên,"Thiết Kế Kết Cấu Cao Tầng, Kiến Trúc Công Trình, MEP, Thiết Kế San Nền, Xây Dựng",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Kiến Trúc/Xây Dựng, Xây Dựng, Kỹ thuật xây dựng/Cơ sở hạ tầng, Thiết Kế Kết Cấu Cao Tầng, Kiến Trúc Công Trình, MEP, Thiết Kế San Nền, Xây Dựng, Flamingo Holding Group, Hà Nội",Xây Dựng,0,100
Chuyên Viên Marketing Đại Lý,Công Ty TNHH Daehan Motors,Thương lượng,"Pearl Plaza, 561A Đ. Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Hồ Chí Minh, Việt Nam., Lô D2, D3, D4, D5 đường số 8, KCN Cơ Khí Ô tô TP.HCM, Xã Hòa Phú, Huyện Củ Chi, TP.HCM, Huyện Củ Chi, Hồ Chí Minh",,2025-05-15,"Tiếp Thị, Quảng Cáo/Truyền Thông",Ô tô,2,Cử nhân,Không hiển thị,,Nhân viên,"Tiếp Thị Kinh Doanh, Digital Marketing, Event Marketing, Marketing Execution",Bất kỳ,Người Việt Nam,Nam,,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị, Ô tô, Tiếp Thị Kinh Doanh, Digital Marketing, Event Marketing, Marketing Execution, Công Ty TNHH Daehan Motors, Hồ Chí Minh",Tiếp Thị,25,35
Chuyên Gia Cao Cấp Tư Vấn Pháp Chế - Legal Consultant Senior Expert - Khối Pháp Chế và Tuân Thủ (HO25.209),Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Thương lượng,"Quận Cầu Giấy, Hà Nội, 19th – MB Building,18 Le Van Luong Str., Cau Giay Dist. Hanoi, Vietnam","• Thạc sỹ Luật chuyên ngành Luật Kinh tế; Luật Dân sự; Luật Hình sự hoặc các trường đại học khác được đào tạo về Luật, tranh chấp kinh doanh Thương mại….hệ chính quy tại các trường Đại học
• Có tối thiểu 10 năm kinh nghiệm trong lĩnh vực tài chính/ ngân hàng hoặc tư vấn các hoạt động về tài chính/ ngân hàng
• Có tối thiểu 5 năm kinh nghiệm tại vị trí quản lý cấp Phòng/Ban/Trung tâm trong lĩnh vực tài chính ngân hàng, pháp chế, quản lý tuân thủ nội bộ, quản trị rủi ro",2025-05-15,Pháp Lý,Ngân hàng,10,Cử nhân,1,09:00 - 18:00,Nhân viên,"Luật Kinh Tế, Kiểm soát pháp lý, Pháp Chế, Tài chính Ngân hàng, Tư Vấn Pháp Lý",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Pháp Lý, Tư Vấn Pháp Lý, Ngân hàng, Luật Kinh Tế, Kiểm soát pháp lý, Pháp Chế, Tài chính Ngân hàng, Tư Vấn Pháp Lý, Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB, Hà Nội",Tư Vấn Pháp Lý,0,100
Giám Sát Ca Logistics - Tiếng Trung,Jingdong Industrials Supply Chain (Vietnam)/ 北京京东世纪贸易有限公司,"$ 600-1,000 /tháng","10 Phan Đăng Lưu, Kp7, Long Bình, Biên Hòa, Đồng Nai, Việt Nam",Có trên 1 năm kinh nghiệm làm việc liên quan đến kho bãi và hậu cần;,2025-05-15,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Chuỗi cung ứng,0,Không giới hạn,4,,Nhân viên,"Vận Chuyển, Logistic & Operation, Giám Sát Vận Chuyển, Logistics Management System, Quản lý kho vận",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Quản Lý Chuỗi Cung Ứng, Chuỗi cung ứng, Vận Chuyển, Logistic & Operation, Giám Sát Vận Chuyển, Logistics Management System, Quản lý kho vận, Jingdong Industrials Supply Chain (Vietnam)/ 北京京东世纪贸易有限公司, Đồng Nai",Quản Lý Chuỗi Cung Ứng,0,100
"Intern, Brand MKT",British University Vietnam (Buv),Thương lượng,"Ecopark township, Van Giang, Hung Yen, Ecopark campus, Ecopark Township, Van Giang district, Hung Yen","COMPETENCIES (knowledge, skills, and abilities)

• Currently pursuing a degree in Marketing, Communications, or a related field.
• Exceptional Vietnamese writing skills and advanced English competencies.

Key skills:

• Excellent organizational and time management skills.
• Proficiency in Microsoft Office Suite (Word, PowerPoint, Excel)
• Strong interest in brand marketing and a passion for creativity.
• Strong attention to detail and ability to work under pressure.
• Excellent written and verbal communication skills.
• A proactive and self-motivated attitude.
• Basic design skills (e.g., Canva, Adobe Photoshop) are a plus.

COMPETENCIES (behavioral)

• Skill – Work organising and time management skills
• Skill – Creative thinking & problem solving
• Skill – Good at working in a team and independently
• Attitude – Detail-oriented, attentive
• Attitude – Can-do attitude, proactive, adaptive to changes",2025-05-15,"Tiếp Thị, Quảng Cáo/Truyền Thông",Giáo dục/Đào Tạo,1,Cử nhân,1,08:30 - 17:30,Thực tập sinh/Sinh viên,"Brand Marketing, Brand Marketing, Creativity, Microsoft Office, Organizational skills, Time Management",Tiếng Anh,Người Việt Nam,Bất kỳ,Thứ 2 đến Thứ 6,Thực tập,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị Nội Dung, Giáo dục/Đào Tạo, Brand Marketing, Brand Marketing, Creativity, Microsoft Office, Organizational skills, Time Management, British University Vietnam (Buv), Hưng Yên",Tiếp Thị Nội Dung,0,100
Technical Designer (TD),Maggy London,Thương lượng,"P1-04.19 tháp P1,tầng 4 The Prince Residence, 17-19-21 Nguyễn Văn Trỗi, Phường 12, Q. Phú Nhuận, HCM, 17 Nguyen Van Troi, P12, Q.Phu Nhuan, TPHCM","- 3+ years of experience in technical design or garment production, preferably in women's dresses.
- Strong understanding of sewing construction, fit, and garment measurements.
- Ability to read and understand paper patterns and grading is a strong advantage.
- Proficiency in Microsoft Excel and Word.
- Confident in communication with internal and external teams.
- Good English (spoken and written) is required to work with international partners.
- Detail-oriented, organized, and able to meet tight deadlines.
Knowledge of garment manufacturing processes and quality standards.",2025-05-15,Thiết Kế,Dệt may/May mặc/Giày dép,3,Không giới hạn,Không hiển thị,,Nhân viên,"Garment Production, Technical Design, Sewing Techniques, Material Samples, Garment Sewing",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Thiết Kế, Thiết Kế Công Nghiệp/Kỹ Thuật, Dệt may/May mặc/Giày dép, Garment Production, Technical Design, Sewing Techniques, Material Samples, Garment Sewing, Maggy London, Hồ Chí Minh",Thiết Kế Công Nghiệp/Kỹ Thuật,0,100
