Title,Company,Salary,Location,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max
Nhân Viên Thiết Kế Nội Thất,"Yemaek CO., LTD (Yemaek Vietnam)",$ 600-900 /tháng,"Tầng 7, Tòa Nhà số 9 Nguyễn Hữu Cảnh, Phường 19, Quận Bình Thạnh, Tp Hồ Chí Minh, Tầng 7, Tòa Nhà số 9 Nguyễn Hữu Cảnh, Phường 19, Quận Bình Thạnh, Tp Hồ Chí Minh","- Kinh nghiệm tối thiểu 2 năm.
- Sử dụng thành thạo Auto Cad, có khả năng vẽ và render Vray trên phần mềm Sketchup (biết thêm phần mềm 3Ds max là một lợi thế).
- Cẩn thận, chịu khó học hỏi, tinh thần làm việc nhóm cao và có trách nhiệm với công việc.
- Có khả năng đọc hiểu bản vẽ, và thể hiện bản vẽ bằng tiếng anh.

* Quyền lợi:
- Đóng BHXH, BHYT đầy đủ, hưởng 12 ngày phép/năm, tháng lương 13.
- Được đào tạo nâng cao kinh nghiệm từ các chuyên gia Hàn Quốc.
- Môi trường làm việc năng động, chuyên nghiệp.
- Thời gian làm việc: 8h-17h T2 đến T6; 8h-12h T7.",2025-05-16,Kiến Trúc/Xây Dựng,Kiến trúc/Thiết kế nội thất,3,Không giới hạn,1,,Nhân viên,"AutoCAD, Sketchup, 3DMax, Thiết Kế Nội Thất, Interior Design",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kiến Trúc/Xây Dựng, Thiết Kế Nội Thất, Kiến trúc/Thiết kế nội thất, AutoCAD, Sketchup, 3DMax, Thiết Kế Nội Thất, Interior Design, Yemaek CO., LTD (Yemaek Vietnam), Hồ Chí Minh",Thiết Kế Nội Thất,0,100
"Vincons_ Chuyên Viên Kỹ Thuật Hiện Trường ( MEP, Xdd, Hạ Tầng)",Công Ty Cppt & ĐT Xây Dựng Vincons,"$ 1,000-1,200 /tháng","Hà Nội, Việt Nam, Vũng Áng- Hà Tĩnh, Lê Chân, Hải Phòng, Việt Nam, Tầng 10, VP TechnoPark, Vinhomes Ocean Park, Gia Lâm, Hà Nội","Yêu cầu:

- Ưu tiên đã có kinh nghiệm thi công trực tiếp, đặc biệt hiểu và kiểm soát tốt công tác thi công.

- Ưu tiên biết sử dụng các tính năng cơ bản tin học văn phòng và ứng dụng tốt các phần mềm chuyên dụng trong công việc: autocad, project, tính khối lượng...

- Ham học hỏi, nhiệt tình, có trách nhiệm trong công việc.

Quyền lợi:

- Mức lương hấp dẫn;

- Được tham gia đóng bảo hiểm theo quy định của Nhà nước, hưởng các phúc lợi hấp dẫn từ TĐ Vingroup;

- Được làm việc trong môi trường chuyên nghiệp, năng động và hiệu quả, có cơ hội thăng tiến;

- Ký hợp đồng lao động chính thức sau 02 tháng thử việc.",2025-05-16,Kiến Trúc/Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,3,Cử nhân,100,,Nhân viên,"Xây Dựng, Giám Sát Hiện Trường, Kỹ Thuật Hiện Trường, Thi công, Quản lý tổng thầu",Tiếng Việt,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kiến Trúc/Xây Dựng, Xây Dựng, Kỹ thuật xây dựng/Cơ sở hạ tầng, Xây Dựng, Giám Sát Hiện Trường, Kỹ Thuật Hiện Trường, Thi công, Quản lý tổng thầu, Công Ty Cppt & ĐT Xây Dựng Vincons, Hà Nội, Hà Tĩnh, Hải Phòng",Xây Dựng,27,50
Mechanical Engineer,CÔNG TY TNHH Seah M&S Việt Nam,Thương lượng,"LÔ F4, KCN CHUYÊN SÂU PHÚ MỸ 3, P. PHƯỚC HÒA, TX. PHÚ MÝ, BÀ RỊA VŨNG TÀU, TÒA NHÀ VOV, SỐ 7 NGUYỄN THỊ MINH KHAI, P. BẾN NGHÉ, QUẬN 1, TP. HCM LÔ F4, KCN CHUYÊN SÂU PHÚ MỸ 3, P. PHƯỚC HÒA, TX. PHÚ MÝ, BÀ RỊA VŨNG TÀU","- Major in a related field of study for 2 years or more
- Must have 2 years or more of experience in the fields of steel, non-ferrous metals, and chemical plants.
- Must be able to read and write English fluently.
- Must be able to interpret various drawings such as PFD, P&ID, and Sequence.
- Can interpret and design CAD and other drawings
- Preference will be given to those with experience in DCS, PLC & Instrument
- Preference will be given to those with related qualifications
- Must not have any reason for disqualification from overseas business trips
- In the construction phase (Ho Chi Minh City, PM3), responsible for construction work, and in the operation phase (PM3), responsible for facility management work",2025-05-16,Kỹ Thuật,Cơ khí/Máy móc/Thiết bị công nghiệp,5,Cử nhân,Không hiển thị,08:30 - 17:30,Trưởng phòng,"Mechanical Maintenance, Mechanical System, Maintenance, problem-solving, Maintenance Operations",Tiếng Anh,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Kỹ Thuật, Bảo trì/Bảo Dưỡng, Cơ khí/Máy móc/Thiết bị công nghiệp, Mechanical Maintenance, Mechanical System, Maintenance, problem-solving, Maintenance Operations, CÔNG TY TNHH Seah M&S Việt Nam, Bà Rịa - Vũng Tàu",Bảo trì/Bảo Dưỡng,30,45
Nhân Viên Quản Lý Dự Án Sản Xuất MPM - Lương Up to 1200 $,"Neweb Vietnam CO.,LTD (WNC)","$ 700-1,300 /tháng","KCN Đồng Văn III, Duy Tiên, Hà Nam, Lô đất CN01, Khu công nghiệp Đồng Văn III, Phường Đồng Văn, Thị xã Duy Tiên, Tỉnh Hà Nam","*** YÊU CẦU
• Tốt nghiệp đại học, cao đẳng chuyên ngành có liên quan như: điện, điện tử, tự động hóa,…
• Tiếng Trung hoặc tiếng Anh tốt
• Ưu tiên có kinh nghiệm, nếu không có kinh nghiệm sẽ được đào tạo
• Trách nhiệm, nhiệt tình
• Có tinh thần cầu tiến
• Khả năng chịu được áp lực trong công việc

*** PHÚC LỢI
• Mức lương cạnh tranh, hấp dẫn (Thu nhập xứng đáng với ứng viên có năng lực)
• Thưởng hiệu suất, thưởng học tập và các khoản thưởng khác theo quy định công ty
• Thưởng tháng lương thứ 13 + thưởng theo tình hình hoạt động kinh doanh của công ty
• Tăng lương hàng năm (Nếu bạn thể hiện tốt sẽ được đề xuất linh động trong quá trình làm việc)
• Chế độ bảo hiểm đầy đủ theo quy định của nhà nước ngay khi bạn gia nhập WNC
• Cơ hội học hỏi, làm việc và phát triển trong công ty đa quốc gia
• Chính sách đào tạo bài bản, rõ ràng phù hợp với quá trình phát triển của nhân sự
• 12 ngày nghỉ phép năm kèm các chế độ nghỉ khác như Nghỉ dưỡng đặc biệt / Nghỉ chăm vợ sinh/ Chăm sóc gia đình / Nghỉ ngày đèn đỏ đối với đồng nghiệp nữ…
• Tham gia tổng kết cuối năm, ngày hội gia đình, tour du lịch hàng năm, hội thi thể thao, tiệc Giáng sinh, lễ hội khác… cùng công ty
• Nghỉ 2 thứ 7/ tháng và tất cả các CN",2025-05-16,Sản Xuất,Sản xuất,0,Cao đẳng,Không hiển thị,,Nhân viên,"Tiếng Anh, Điện, Tự Động Hóa, Kế Hoạch Sản Xuất, Quản Lý Sản Xuất",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Sản Xuất, Hoạch Định & Quản Lý Sản Xuất, Sản xuất, Tiếng Anh, Điện, Tự Động Hóa, Kế Hoạch Sản Xuất, Quản Lý Sản Xuất, Neweb Vietnam CO.,LTD (WNC), Hà Nam",Hoạch Định & Quản Lý Sản Xuất,0,100
Nhân Viên Kế Hoạch Sản Xuất PMC,Wistron Neweb CORPORATION (WNC),Thương lượng,"KCN Đồng Văn III, Duy Tiên, Hà Nam, KCN Đồng Văn III, Duy Tiên, Hà Nam","• Tốt nghiệp đại học, cao đẳng chuyên ngành có liên quan
• Tiếng Trung hoặc tiếng Anh tốt
• Có kinh nghiệm từ 01 năm tại vị trí tương đương trong các công ty sản xuất điện tử

QUYỀN LỢI ĐƯỢC HƯỞNG
• Mức lương cạnh tranh, hấp dẫn (Thu nhập xứng đáng với ứng viên có năng lực)
• Thưởng hiệu suất, thưởng học tập và các khoản thưởng khác theo quy định công ty
• Thưởng tháng lương thứ 13 + thưởng theo tình hình hoạt động kinh doanh của công ty
• Thử việc 100% lương
• Tăng lương hàng năm (Nếu bạn thể hiện tốt sẽ được đề xuất linh động trong quá trình làm việc)
• Chế độ bảo hiểm đầy đủ theo quy định của nhà nước ngay khi bạn gia nhập WNC
• Cơ hội học hỏi, làm việc và phát triển trong công ty đa quốc gia
• Chính sách đào tạo bài bản, rõ ràng phù hợp với quá trình phát triển của nhân sự
• 12 ngày nghỉ phép năm kèm các chế độ nghỉ khác như Nghỉ dưỡng đặc biệt / Nghỉ chăm vợ sinh/ Chăm sóc gia đình / Nghỉ ngày đèn đỏ đối với đồng nghiệp nữ…
• Tham gia tổng kết cuối năm, ngày hội gia đình, tour du lịch hàng năm, hội thi thể thao, tiệc Giáng sinh, lễ hội khác… cùng công ty
• Nghỉ 2 thứ 7/ tháng và tất cả các CN
• Có xe đưa đón Hà Nội, Bắc Ninh",2025-05-16,Sản Xuất,Sản xuất,1,Cao đẳng,1,09:00 - 18:00,Nhân viên,"Kế Hoạch Sản Xuất, Nghiên Cứu Sản Xuất, Production Planning, Tiếng Anh, Tiếng Trung",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Sản Xuất, Hoạch Định & Quản Lý Sản Xuất, Sản xuất, Kế Hoạch Sản Xuất, Nghiên Cứu Sản Xuất, Production Planning, Tiếng Anh, Tiếng Trung, Wistron Neweb CORPORATION (WNC), Hà Nam",Hoạch Định & Quản Lý Sản Xuất,15,60
Kỹ Sư Sản Phẩm SMT (SMT PE),Wistron Neweb CORPORATION (WNC),Thương lượng,"KCN Đồng Văn III, Duy Tiên, Hà Nam, KCN Đồng Văn III, Duy Tiên, Hà Nam","• Có kinh nghiệm 01-03 năm trở lên tại vị trí tương đương
• Tốt nghiệp Cao Đẳng - Đại học trở lên
• Tiếng Trung hoặc tiếng Anh tốt

QUYỀN LỢI ĐƯỢC HƯỞNG
• Mức lương cạnh tranh, hấp dẫn (Thu nhập xứng đáng với ứng viên có năng lực)
• Thưởng hiệu suất, thưởng học tập và các khoản thưởng khác theo quy định công ty
• Thưởng tháng lương thứ 13 + thưởng theo tình hình hoạt động kinh doanh của công ty",2025-05-16,Sản Xuất,Sản xuất,1,Cao đẳng,1,09:00 - 18:00,Nhân viên,"Cải Tiến Quy Trình Sản Xuất, Kĩ Thuật Sản Phẩm, Phân Tích Sản Xuất, Tiếng Trung, Đánh Giá Dự Án",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Sản Xuất, Hoạch Định & Quản Lý Sản Xuất, Sản xuất, Cải Tiến Quy Trình Sản Xuất, Kĩ Thuật Sản Phẩm, Phân Tích Sản Xuất, Tiếng Trung, Đánh Giá Dự Án, Wistron Neweb CORPORATION (WNC), Hà Nam",Hoạch Định & Quản Lý Sản Xuất,15,60
Kỹ Sư Quản Lý Công Nghiệp IE,Wistron Neweb CORPORATION (WNC),Thương lượng,"KCN Đồng Văn III, Duy Tiên, Hà Nam, KCN Đồng Văn III, Duy Tiên, Hà Nam","• Tốt nghiệp CĐ, ĐH chuyên ngành Quản lý công nghiệp (IE) hoặc các chuyên ngành Tiếng Trung, Tiếng Anh,…
• Có tối thiểu 1 năm kinh nghiệm tại vị trí tương đương
• Tiếng Trung/ tiếng Anh tốt
• Các kỹ năng: tin học văn phòng, giao tiếp tốt

QUYỀN LỢI ĐƯỢC HƯỞNG
• Mức lương cạnh tranh, hấp dẫn (Thu nhập xứng đáng với ứng viên có năng lực)
• Thưởng hiệu suất, thưởng học tập và các khoản thưởng khác theo quy định công ty
• Thử việc 100% lương
• Thưởng tháng lương thứ 13 + thưởng theo tình hình hoạt động kinh doanh của công ty
• Tăng lương hàng năm (Nếu bạn thể hiện tốt sẽ được đề xuất linh động trong quá trình làm việc)
• Chế độ bảo hiểm đầy đủ theo quy định của nhà nước ngay khi bạn gia nhập WNC
• Cơ hội học hỏi, làm việc và phát triển trong công ty đa quốc gia
• Chính sách đào tạo bài bản, rõ ràng phù hợp với quá trình phát triển của nhân sự
• 12 ngày nghỉ phép năm kèm các chế độ nghỉ khác như Nghỉ dưỡng đặc biệt / Nghỉ chăm vợ sinh/ Chăm sóc gia đình / Nghỉ ngày đèn đỏ đối với đồng nghiệp nữ…
• Tham gia tổng kết cuối năm, ngày hội gia đình, tour du lịch hàng năm, hội thi thể thao, tiệc Giáng sinh, lễ hội khác… cùng công ty
• Nghỉ 2 thứ 7/ tháng và tất cả các CN
• Có xe đưa đón Hà Nội, Bắc Ninh",2025-05-16,Sản Xuất,Sản xuất,1,Cao đẳng,1,09:00 - 18:00,Nhân viên,"Kỹ sư, Quản Lý Công Nghiệp",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Sản Xuất, Hoạch Định & Quản Lý Sản Xuất, Sản xuất, Kỹ sư, Quản Lý Công Nghiệp, Wistron Neweb CORPORATION (WNC), Hà Nam",Hoạch Định & Quản Lý Sản Xuất,0,100
"Kỹ Sư Chất Lượng (Pqa, Vqm, Qe, ISO)",Wistron Neweb CORPORATION (WNC),Thương lượng,"KCN Đồng Văn III, Duy Tiên, Hà Nam, KCN Đồng Văn III, Duy Tiên, Hà Nam","• Tốt nghiệp đại học, cao đẳng các chuyên ngành
• Tiếng Trung tốt
• Có kinh nghiệm tại vị trí tương đương từ 1-3 năm tại các công ty điện tử

QUYỀN LỢI ĐƯỢC HƯỞNG
• Mức lương cạnh tranh, hấp dẫn (Thu nhập xứng đáng với ứng viên có năng lực)
• Thưởng hiệu suất, thưởng học tập và các khoản thưởng khác theo quy định công ty
• Thưởng tháng lương thứ 13 + thưởng theo tình hình hoạt động kinh doanh của công ty
• Thử việc 100% lương
• Tăng lương hàng năm (Nếu bạn thể hiện tốt sẽ được đề xuất linh động trong quá trình làm việc)
• Chế độ bảo hiểm đầy đủ theo quy định của nhà nước ngay khi bạn gia nhập WNC
• Cơ hội học hỏi, làm việc và phát triển trong công ty đa quốc gia
• Chính sách đào tạo bài bản, rõ ràng phù hợp với quá trình phát triển của nhân sự
• 12 ngày nghỉ phép năm kèm các chế độ nghỉ khác như Nghỉ dưỡng đặc biệt / Nghỉ chăm vợ sinh/ Chăm sóc gia đình / Nghỉ ngày đèn đỏ đối với đồng nghiệp nữ…",2025-05-16,Sản Xuất,Sản xuất,1,Cao đẳng,1,09:00 - 18:00,Nhân viên,"Chất Lượng Linh Kiện, Quản Lý Chất Lượng, Tiếng Trung",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Sản Xuất, Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng, Sản xuất, Chất Lượng Linh Kiện, Quản Lý Chất Lượng, Tiếng Trung, Wistron Neweb CORPORATION (WNC), Hà Nam",Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng,15,60
"Kỹ Sư Sản Xuất (PE, EE) - Lương Upto $1200","Neweb Vietnam CO.,LTD (WNC)","Tới $ 1,200 /tháng","KCN Đồng Văn III, Duy Tiên, Hà Nam, Lô đất CN01, Khu công nghiệp Đồng Văn III, Phường Đồng Văn, Thị xã Duy Tiên, Tỉnh Hà Nam","1. Tốt nghiệp Cao Đẳng - Đại học trở lên
2. Từ 3 năm kinh nghiệm trở lên trong lĩnh vực sản xuất điện tử
3. Tiếng Anh hoặc Tiếng Trung giao tiếp tốt.

*** QUYỀN LỢI DÀNH CHO ỨNG VIÊN
- Thử việc nhận 100% lương
- Mức lương cạnh tranh, hấp dẫn (Thu nhập xứng đáng với ứng viên có năng lực)
- Thưởng hiệu suất, thưởng học tập và các khoản thưởng khác theo quy định công ty",2025-05-16,Sản Xuất,Sản xuất,3,Cao đẳng,Không hiển thị,,Nhân viên,"Công Nghệ Bán Dẫn, SOP Development, 8D, Thiết Lập Quy Trình Sản Xuất, Sản Xuất Màng PE",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Sản Xuất, Phân Tích Sản Xuất, Sản xuất, Công Nghệ Bán Dẫn, SOP Development, 8D, Thiết Lập Quy Trình Sản Xuất, Sản Xuất Màng PE, Neweb Vietnam CO.,LTD (WNC), Hà Nam",Phân Tích Sản Xuất,0,100
Nhân Viên Mua Hàng,Wistron Neweb CORPORATION (WNC),Thương lượng,"KCN Đồng Văn III, Duy Tiên, Hà Nam, KCN Đồng Văn III, Duy Tiên, Hà Nam",,2025-05-16,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Sản xuất,1,Cao đẳng,1,09:00 - 18:00,Nhân viên,"Mua Hàng, MRO",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Thu Mua & Quản Trị Hàng Tồn Kho, Sản xuất, Mua Hàng, MRO, Wistron Neweb CORPORATION (WNC), Hà Nam",Thu Mua & Quản Trị Hàng Tồn Kho,15,60
Software Engineer (Mobile Developer),MCGAAW,Thương lượng,"E.Town EW, Cộng Hòa, phường 13, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam, 5th Floor, Unit 5.4&5.5, E-Town 1, 364 Cong Hoa Street, Tan Binh District, Ho Chi Minh City, VietNam.",,2025-05-16,Công Nghệ Thông Tin/Viễn Thông,Phần Mềm CNTT/Dịch vụ Phần mềm,2,Cử nhân,Không hiển thị,09:00 - 18:00,Nhân viên,"Mobile App Framework, Debugging Skills, RESTful API, Object Oriented Programming, Problem-solving",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, Phần Mềm Máy Tính, Phần Mềm CNTT/Dịch vụ Phần mềm, Mobile App Framework, Debugging Skills, RESTful API, Object Oriented Programming, Problem-solving, MCGAAW, Hồ Chí Minh",Phần Mềm Máy Tính,0,100
SCM Manager,CÔNG TY TNHH SEAH M&S VIỆT NAM,Thương lượng,"VOV Building, No. 7 Nguyen Thi Minh Khai, Ben Nghe Ward, District 1, Ho Chi Minh City, Lot F4, PHU MY 3 SPECIALIZED INDUSTRIAL PARK, PHUOC HOA WARD, PHU MY TOWN, BA RIA - VUNG TAU PROVINCE, VOV BUILDING, No. 7 NGUYỄN THỊ MINH KHAI, BẾN NGHÉ WARD, DISTRICT 1, HO CHI MINH","- Manager (10+ years experience, or relevant industry experience)
- Experience in supply chain management (SCM), logistics, and warehouse operations
- Strong understanding of inventory management, ERP, SAP and material flow optimization
- Ability to lead logistics strategies to improve efficiency and cost reduction
- Experience in coordinating with internal and external stakeholders

During the factory construction period: VOV BUILDING, No. 7 NGUYỄN THỊ MINH KHAI, BẾN NGHÉ WARD, DISTRICT 1, HO CHI MINH
After the construction is completed, around September 2025, the work location will be: Lot F4, PHU MY 3 SPECIALIZED INDUSTRIAL PARK, PHUOC HOA WARD, PHU MY TOWN, BA RIA - VUNG TAU PROVINCE.

***Welfare Policy:
• Salary: Negotiable based on skills and experience.
• Working Hours: 8:30 AM - 5:30 PM, Monday to Friday. Work every other Saturday
• Holidays: Observed in accordance with legal regulations.
• Gifts: Provided on special occasions such as holidays, Tet, and birthdays.",2025-05-16,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Sản xuất,10,Cử nhân,Không hiển thị,08:30 - 17:30,Trưởng phòng,"Inventory Management, Logistics Operation, Logistics Process, SCM, Warehouse Operation",Tiếng Anh,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Quản Lý Chuỗi Cung Ứng, Sản xuất, Inventory Management, Logistics Operation, Logistics Process, SCM, Warehouse Operation, CÔNG TY TNHH SEAH M&S VIỆT NAM, Hồ Chí Minh, Bà Rịa - Vũng Tàu",Quản Lý Chuỗi Cung Ứng,35,50
Inventory Planning Specialist,Crossian Việt Nam,Thương lượng,"Tầng 1, Toà nhà Pax Sky, 63 - 65 phố Ngô Thì Nhậm, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội, Tầng 1, Pax Sky, 63-65 Ngô Thì Nhậm, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, TP Hà Nội, Việt Nam",,2025-05-16,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Thương mại điện tử,3,,,,Nhân viên,"E-commerce, Inventory Planning, Logistics, Supply Chain Management, Warehouse Management",Bất kỳ,Không hiển thị,,,,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Quản Lý Kho & Phân Phối, Thương mại điện tử, E-commerce, Inventory Planning, Logistics, Supply Chain Management, Warehouse Management, Crossian Việt Nam, Hà Nội",Quản Lý Kho & Phân Phối,0,100
Senior Content Marketing Specialist (Upto $7000),Crossian Việt Nam,"Tới $ 7,000 /tháng","Tầng 1, Toà nhà Pax Sky, 63 - 65 phố Ngô Thì Nhậm, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội, Tầng 1, Pax Sky, 63-65 Ngô Thì Nhậm, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, TP Hà Nội, Việt Nam",,2025-05-16,"Tiếp Thị, Quảng Cáo/Truyền Thông",Thương mại điện tử,2,,,,Nhân viên,"Content creation, Content Marketing, Copywriting, Graphic Design, E-commerce",Bất kỳ,Không hiển thị,,,,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị Nội Dung, Thương mại điện tử, Content creation, Content Marketing, Copywriting, Graphic Design, E-commerce, Crossian Việt Nam, Hà Nội",Tiếp Thị Nội Dung,0,100
Vincons_Chuyên Viên Biện Pháp Thi Công- Shopdrawing Tại Dự Án (Me- Xddd- Hạ Tầng),Công Ty Cppt & ĐT Xây Dựng Vincons,"$ 1,000-1,200 /tháng","Hà Nội, Việt Nam, Ho Chi Minh, Vietnam, Vinhomes Vũ Yên, Hải Âu 2, Vĩnh Niệm, Lê Chân, Hải Phòng, Việt Nam, Tầng 10, VP TechnoPark, Vinhomes Ocean Park, Gia Lâm, Hà Nội",,2025-05-16,Kiến Trúc/Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,3,Cử nhân,50,,Nhân viên,"Shop Drawing, Vẽ Biện Pháp Thi Công, Xây Dựng",Tiếng Việt,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kiến Trúc/Xây Dựng, Xây Dựng, Kỹ thuật xây dựng/Cơ sở hạ tầng, Shop Drawing, Vẽ Biện Pháp Thi Công, Xây Dựng, Công Ty Cppt & ĐT Xây Dựng Vincons, Hà Nội, Hồ Chí Minh, Hải Phòng",Xây Dựng,27,50
Phó Giám Đốc Kinh Doanh,Chicilon Media,Từ 50tr ₫/tháng,"17th Floor, Vietcombank Tower, No. 5 Me Linh Square, Ben Nghe Ward, District 1, Ho Chi Minh City, Vietnam, 17th Floor, Vietcombank Tower, No. 5 Me Linh Square, Ben Nghe Ward, District 1, Ho Chi Minh City, Vietnam","* Yêu cầu công việc:
• Tốt nghiệp Đại học trở lên. Nam/nữ, tuổi từ 32 trở lên, có ít nhất 5 năm kinh nghiệm quản lý đội ngũ kinh doanh (tối thiểu 7 người);
• Có hoài bão sự nghiệp và kỹ năng lãnh đạo;
• Có khả năng phân tích thị trường, kỹ năng quảng bá, tiếp thị tốt;
• Kỹ năng giao tiếp và kỹ năng điều phối công việc tốt, có khả năng phân tích và giải quyết vấn đề;
• Có nhiệt huyết với công việc, chăm chỉ nỗ lực, có khả năng chịu áp lực cao. Ưu tiên những ứng viên có sẵn nguồn khách hàng quảng cáo.

** Đãi ngộ:
• Lương cơ bản: 50 triệu + hoa hồng + thưởng cuối năm 1-6 tháng lương;
• Được hưởng nhiều chế độ đãi ngộ: Teambuilding, du lịch nước ngoài, sinh nhật…hàng năm;
• Tiền thưởng đặc biệt cho nhân viên đạt được thành tích xuất sắc;
• Được training thường xuyên về các kiến thức chuyên sâu trong ngành quảng cáo và truyền thông; tham gia các lớp học phát triển khả năng lãnh đạo, đào tạo quản lý cấp trung nhằm phát triển và thăng tiến trong công việc;
• Thời gian làm việc: Thứ 2 đến thứ 6, nghỉ thứ 7&CN, ngày làm 7.5h.",2025-05-16,Kinh Doanh,Truyền thông/Báo chí/Quảng cáo,5,Cử nhân,1,09:00 - 18:00,Giám Đốc và Cấp Cao Hơn,"Phân Tích Chiến Lược, Phân Tích Thị Trường, Phát Triển Khách Hàng, Quản Lý Đội Ngũ, Đào Tạo",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Truyền thông/Báo chí/Quảng cáo, Phân Tích Chiến Lược, Phân Tích Thị Trường, Phát Triển Khách Hàng, Quản Lý Đội Ngũ, Đào Tạo, Chicilon Media, Hồ Chí Minh",Bán Hàng/Phát Triển Kinh Doanh,32,45
"Nhân Viên Xuất Nhập Khẩu, Kiêm Thu Mua (Import-Export Staff Cum Procurement)",CÔNG TY TNHH SOKAN NEW MATERIALS (VIỆT NAM),25tr-32tr ₫/tháng,"KCN Hoà Phú, Hiệp Hoà, Bắc Giang","• Tốt nghiệp Cao đẳng trở lên.
• Có ít nhất 3 năm kinh nghiệm tại vị trí tương đương.
• Thành thạo tiếng Trung với 4 kỹ năng (nghe, nói, đọc, viết).
• Kỹ năng giao tiếp và đàm phán tốt.
• Sử dụng thành thạo các phần mềm văn phòng và phần mềm quản lý xuất nhập khẩu.
• Có khả năng làm việc độc lập cũng như làm việc nhóm.
• Chịu áp lực công việc tốt và có kỹ năng quản lý thời gian hiệu quả.",2025-05-16,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Hoá chất/Hoá sinh,3,Cao đẳng,1,08:00 - 17:00,Nhân viên,"Thu Mua, Tiếng Trung, Xuất Nhập Khẩu, Logistics, Quản Lý Đơn Hàng",Tiếng Trung Quốc,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 7,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Xuất Nhập Khẩu & Thủ Tục Hải Quan, Hoá chất/Hoá sinh, Thu Mua, Tiếng Trung, Xuất Nhập Khẩu, Logistics, Quản Lý Đơn Hàng, CÔNG TY TNHH SOKAN NEW MATERIALS (VIỆT NAM), Bắc Giang",Xuất Nhập Khẩu & Thủ Tục Hải Quan,23,60
Thư Ký Tổng Giám Đốc,Tổng công ty Cổ phần Bảo hiểm Hùng Vương,Thương lượng,"Tòa Samsora Premier, Số 105 Chu Văn An, Quang Trung, Hà Đông, Hà Nội, Tòa nhà Samsora, Yết Kiêu, Hà Đông, Hà Nội, Việt Nam",,2025-05-16,Hành Chính Văn Phòng,Bảo hiểm,2,Cử nhân,1,08:00 - 17:00,Trưởng phòng,"Kỹ năng giao tiếp, Kỹ năng giao tiếp, Kỹ năng phân tích số liệu, Kỹ năng phân tích số liệu, Kỹ năng phân tích số liệu, Kỹ năng tổ chức, Kỹ năng tổ chức, Soạn Thảo Văn Bản",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Hành Chính Văn Phòng, Hành Chính, Bảo hiểm, Kỹ năng giao tiếp, Kỹ năng giao tiếp, Kỹ năng phân tích số liệu, Kỹ năng phân tích số liệu, Kỹ năng phân tích số liệu, Kỹ năng tổ chức, Kỹ năng tổ chức, Soạn Thảo Văn Bản, Tổng công ty Cổ phần Bảo hiểm Hùng Vương, Hà Nội",Hành Chính,0,100
