Title,Company,Salary,Location,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max
Giám Đốc Điều Hành (CEO) Khu Vực Miền Nam (Lương 40 - 50 Triệu),Công ty cổ phần Chế tạo Điện cơ HEM,40tr-50tr ₫/tháng,"Khu Công nghiệp Lê Minh Xuân, Bình Chánh, TP HCM, Km12 Đường Cầu Diễn - Phường Phúc Diễn - Q. Bắc Từ Liêm - Hà Nội",,2025-05-15,CEO & General Management,Điện/Điện tử,10.0,,,,Giám Đốc và Cấp Cao Hơn,"Quản Trị Doanh Nghiệp, Quản Lý Tổ Chức, Quản Trị Đội Ngũ, Xây Dựng Chiến Lược, Điều Hành",Bất kỳ,Không hiển thị,,,,"CEO & General Management, CEO, Điện/Điện tử, Quản Trị Doanh Nghiệp, Quản Lý Tổ Chức, Quản Trị Đội Ngũ, Xây Dựng Chiến Lược, Điều Hành, Công ty cổ phần Chế tạo Điện cơ HEM, Hồ Chí Minh",CEO,0,100
Logistics Executive,Công Ty TNHH Hmm Shipping Việt Nam,Thương lượng,"9-11 Đường Tôn Đức Thắng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam, 10th Floor, Lim Tower, 9-11 Ton Duc Thang Street, Ben Nghe Ward, District 1, Hochiminh City","II. Job Requirements
• Bachelor’s degree in Logistics, Supply Chain Management, International Business, Foreign Trade, or a related field
• Proficient in English (spoken and written)
• Prior experience in logistics, freight forwarding, or with a shipping line is preferred",2025-05-15,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Nhập khẩu/Xuất khẩu,0.0,Cao đẳng,Không hiển thị,,Nhân viên,"Xuất Nhập Khẩu, Logistics, Vận Tải Biển, Hàng Hải",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Xuất Nhập Khẩu & Thủ Tục Hải Quan, Nhập khẩu/Xuất khẩu, Xuất Nhập Khẩu, Logistics, Vận Tải Biển, Hàng Hải, Công Ty TNHH Hmm Shipping Việt Nam, Hồ Chí Minh",Xuất Nhập Khẩu & Thủ Tục Hải Quan,0,100
Giám Đốc Marketing,CÔNG TY CỔ PHẦN Regal Group,"1,200-1,500 ₫/tháng","Đà Nẵng, Vietnam, 52-54 Võ Văn Kiệt, Phường An Hải Đông, Quận Sơn Trà, TP Đà Nẵng, Số 52-54, đường Võ Văn Kiệt, Phường An Hải Đông","I. Yêu cầu công việc
1. Trình độ học vấn:
- Tốt nghiệp Đại học trở lên chuyên ngành Marketing, Truyền thông, Quản trị kinh doanh, Kinh tế, hoặc ngành liên quan.
2. Kinh nghiệm:
- Tối thiểu 7–10 năm kinh nghiệm trong lĩnh vực marketing, trong đó ≥ 3 năm ở vị trí Trưởng phòng hoặc Giám đốc Marketing.
- Ưu tiên ứng viên có kinh nghiệm tại các công ty bất động sản, FMCG cao cấp, tài chính, hospitality, chuỗi dịch vụ cao cấp.
3. Kỹ năng chuyên môn:
- Thành thạo việc lập chiến lược truyền thông tích hợp, dẫn dắt thương hiệu cao cấp, hiểu rõ các kênh digital – offline – media.
- Có tư duy phân tích dữ liệu, đo lường hiệu quả chiến dịch, hiểu hành vi khách hàng cao cấp (HNWIs).
- Biết quản trị ngân sách marketing hiệu quả theo mục tiêu doanh số & nhận diện.
4. Phẩm chất lãnh đạo:
- Tư duy sáng tạo – chiến lược – hệ thống.
- Kỹ năng lãnh đạo đa thế hệ, truyền cảm hứng, quyết đoán và trách nhiệm.
- Nắm bắt xu hướng, đổi mới sáng tạo, định vị dài hạn cho thương hiệu.
II. Quyền lợi:
1. Lương & Thưởng
- Lương theo năng lực
- Thưởng vinh danh theo quý, năm, Lương tháng 13: Dao động từ 02 đến 06 tháng tiền lương
2. Phụ cấp:
- Cơm trưa, Điện thoại
- Xăng xe cho CBNV đi ô tô
- Thuê nhà ở (nếu có)
- Kiêm nghiệm (nếu có)
3. Phúc lợi
- Đóng Bảo hiểm xã hội Full lương
- Bảo hiểm Quốc tế cho CBNV và 2 người thân, khám sức khỏe định kỳ hàng năm
- Du lịch, Teambuilding hàng năm
- Phúc lợi khác: Sinh nhật, cưới hỏi, lễ tết,
4. Quyền lợi khác
- Thưởng cổ phiếu ESOP
- Tặng nhà/Mua nhà ưu đãi
- Được tham gia các khóa đào tạo- huấn luận phát triển năng lực và được tiếp cận bộ tài liệu đào tạo chuẩn của Tập đoàn.",2025-05-15,"Tiếp Thị, Quảng Cáo/Truyền Thông",Bất Động Sản/Cho thuê,5.0,Không giới hạn,Không hiển thị,,Giám Đốc và Cấp Cao Hơn,"Kinh Doanh Bất Động Sản, Quản Lý Kinh Doanh, Quản Lý Đội Nhóm, Môi Giới Bất Động Sản, Lập Kế Hoạch Kinh Doanh",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị, Bất Động Sản/Cho thuê, Kinh Doanh Bất Động Sản, Quản Lý Kinh Doanh, Quản Lý Đội Nhóm, Môi Giới Bất Động Sản, Lập Kế Hoạch Kinh Doanh, CÔNG TY CỔ PHẦN Regal Group, Đà Nẵng",Tiếp Thị,0,100
Warehouse Staff / Nhân Viên Kho,"Showa Gloves Vietnam Co., Ltd.",Thương lượng,"Số 23 Đại lộ Ty Do, KCN VSIP1, 23 Tu Do Avenue, Vietnam – Singapore IP, Thuan An Town., Binh Duong province","- Male
- Age: 23 - 30
- Having experience of 1 - 2 years in Warehouse
- Bachelor's Degree is required with major: Economics/ Accounting/ Industrial System Engineering / Industrial Management
- Personality: careful, reliable, having concentration and enthusiasm.
- Skill: mathematics, computer and teamwork.",2025-05-15,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Sản xuất,0.0,,,,Nhân viên,"English, Excel, Warehouse Management, Quản Lý Kho, Warehouse",Tiếng Anh,Không hiển thị,,,,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Quản Lý Kho & Phân Phối, Sản xuất, English, Excel, Warehouse Management, Quản Lý Kho, Warehouse, Showa Gloves Vietnam Co., Ltd., Bình Dương",Quản Lý Kho & Phân Phối,0,100
Shipping Team Leader,Lovepop Việt Nam,Thương lượng,"Đường số 11B & 14B, KCN Hòa Khánh mở rộng, Hòa Liên, Hòa Vang, Đà Nẵng, Indochina Riverside Mall, 74 Bạch Đằng, Hải Châu I, Hải Châu, Đà Nẵng, Viet Nam","Education & Experience:
• Bachelor’s Degree in logistics, supply chain management, business, or a related field.
• 3-5 years of experience in international shipping, with familiarity in air and sea freight, preferably from Vietnam to international destinations.
• Import/Export Regulations Knowledge: Understanding of customs procedures, import/export taxes, and related shipping procedures.",2025-05-15,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Hậu cần/Giao nhận,3.0,Cử nhân,1,,Nhân viên,"Communication, Customs Regulation, Data Analysis, International Shipping, Logistics Management",Tiếng Anh,Không giới hạn,Bất kỳ,,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Quản Lý Chuỗi Cung Ứng, Hậu cần/Giao nhận, Communication, Customs Regulation, Data Analysis, International Shipping, Logistics Management, Lovepop Việt Nam, Đà Nẵng",Quản Lý Chuỗi Cung Ứng,15,60
Trưởng Đoàn Tư Vấn Giám Sát,Flamingo Holding Group,Thương lượng,"Số 24 Tràng Tiền, Phường Tràng Tiền, Quận Hoàn Kiếm, Thành phố Hà Nội, Việt Nam, 24 Tràng Tiền, Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội","• Học vấn: Tốt nghiệp Đại học, chuyên nghành XDDD&CN hoặc các chuyên ngành kỹ thuật liên quan...
• Kinh nghiệm công tác: Có tối thiểu 10 năm kinh nghiệm làm việc trong các Đơn vị thuộc lĩnh vực xây dựng, trong đó có ít nhất 5 năm kinh nghiệm làm TVGS và ít nhất 01 công trình cấp I hoặc 02 công trình cấp II, đã từng tham gia quản lý xây dựng các công trình cao tầng dạng khách sạn có tầng hầm và tổ hợp dịch vụ trong tòa nhà.
• Có chứng chỉ hành nghề TVGS hạng I, ưu tiên có CC TVQLDA hạng 2 trở lên.
• Nắm vững các nghiệp vụ Quản lý Dự án Xây dựng, Quản lý thi công xây dựng.
• Nắm vững và am hiểu các quy định Pháp luật và các tiêu chuẩn của công trình xây dựng/ dự án.
• Thành thạo tin học văn phòng, các phần mềm kỹ thuật Autocad, Project...
• Tiếng anh: Cơ bản.",2025-05-15,Kiến Trúc/Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,10.0,Cử nhân,Không hiển thị,09:00 - 18:00,Nhân viên,"Quản Lý Thi Công, AutoCAD, Giám Sát Nhà Thầu, Quản Lý Nhân Sự, Quản Lý Xây Dựng",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Kiến Trúc/Xây Dựng, Xây Dựng, Kỹ thuật xây dựng/Cơ sở hạ tầng, Quản Lý Thi Công, AutoCAD, Giám Sát Nhà Thầu, Quản Lý Nhân Sự, Quản Lý Xây Dựng, Flamingo Holding Group, Hà Nội",Xây Dựng,0,100
Chuyên Viên Kinh Doanh,CÔNG TY CỔ PHẦN VIỆT ĐỨC TRÍ GROUP,$ 15tr-20tr /tháng,"12 Duy Tân – P. 15 – Q. Phú Nhuận – TP. Hồ Chí Minh, 12 Duy Tân – P. 15 – Q. Phú Nhuận – TP. Hồ Chí Minh","• Tốt nghiệp Cao đẳng trở lên chuyên ngành Quản trị kinh doanh, Kinh tế, Kỹ thuật, Marketing hoặc các chuyên ngành khác liên quan.
• Ưu tiên có kinh nghiệm trong lĩnh vực kinh doanh dự án xây dựng, nhà xưởng công nghiệp.
• Thành thạo tin học văn phòng.
• Nhiệt tình, năng động, độc lập, nhạy bén.
• Kỹ năng giao tiếp - đàm phán tốt. Thông thạo ít nhất 1 ngoại ngữ (Tiếng Anh, Tiếng Trung, …)
• Kỹ năng lập và triển khai thực hiện kế hoạch cá nhân.

ĐÃI NGỘ
• Mức lương 15M-20M - Chi trả lương + thưởng theo dòng tiền về.
• Được hưởng đầy đủ các chế độ theo quy định theo Luật lao động (Nghỉ phép, Lương T13, BHXH, ...)
• Được đào tạo, làm việc trong môi trường chuyên nghiệp, thân thiện
• Thời gian làm việc từ: 8h-17h - từ Thứ 2 đến Thứ 7 (nghỉ CN)",2025-05-15,Kinh Doanh,Bán lẻ/Bán sỉ,0.0,Cao đẳng,Không hiển thị,09:00 - 18:00,Nhân viên,"Quản Trị Kinh Doanh, Kinh Tế, Kinh Doanh, Tiếng Anh, Tìm Kiếm Khách Hàng",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 7,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Bán lẻ/Bán sỉ, Quản Trị Kinh Doanh, Kinh Tế, Kinh Doanh, Tiếng Anh, Tìm Kiếm Khách Hàng, CÔNG TY CỔ PHẦN VIỆT ĐỨC TRÍ GROUP, Hồ Chí Minh",Bán Hàng/Phát Triển Kinh Doanh,0,100
"Kế Toán Tổng Hợp (1 năm Kinh nghiệm, Mức lương 13-16M/tháng)",CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ VÀ THƯƠNG MẠI SOFTDREAMS,13tr-16tr ₫/tháng,"Nhà khách ATS, số 8 Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội","• Năm sinh từ 1994 đến 2000.
• Tốt nghiệp Đại học trở lên chuyên ngành Kế toán, Tài chính, Kinh tế hoặc các ngành có liên quan.
• Tối thiểu 1 năm kinh nghiệm ở vị trí Kế toán tổng hợp; ứng viên đã từng làm việc tại công ty phần mềm, có kinh nghiệm làm báo cáo tài chính và báo cáo thuế là một lợi thế.
• Am hiểu và sử dụng thành thạo các phần mềm kế toán thông dụng.
• Thành thạo Microsoft Office.
• Cẩn thận, tỉ mỉ, có tinh thần trách nhiệm cao trong công việc.
• Có khả năng làm việc độc lập, xử lý tình huống linh hoạt, giao tiếp tốt và giữ được sự điềm tĩnh dưới áp lực công việc.",2025-05-15,Kế Toán/Kiểm Toán,Phần Mềm CNTT/Dịch vụ Phần mềm,1.0,Cử nhân,1,9:00 - 17:30,Nhân viên,"Báo Cáo Tài Chính, Kế Toán Tổng Hợp, Microsoft Office, Phần mềm kế toán",Bất kỳ,Người Việt Nam,Nữ,,Toàn thời gian,"Kế Toán/Kiểm Toán, Kế Toán Tổng Hợp, Phần Mềm CNTT/Dịch vụ Phần mềm, Báo Cáo Tài Chính, Kế Toán Tổng Hợp, Microsoft Office, Phần mềm kế toán, CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ VÀ THƯƠNG MẠI SOFTDREAMS, Hà Nội",Kế Toán Tổng Hợp,24,30
Nhân Viên Kinh Doanh Logistics (Thu Nhập Trung Bình Từ 15 - 20 Triệu),Công Ty TNHH AT Á Châu,15tr-20tr ₫/tháng,"Tầng 12A, tòa nhà Sông Hồng Land, 165 Thái Hà, Đống Đa, Hà Nội, Địa chỉ: Tầng 4, số 99 Lê Duẩn, phường Cửa Nam, quận Hoàn Kiếm, Thành phố Hà Nội, Việt Nam | VP làm việc: Tầng 11, Tháp Văn Phòng tòa nhà Sông Hồng số 165 Thái Hà, Q.Đống Đa – Hà Nội","Yêu cầu ứng viên
1.Kỹ năng:
- Ưu tiên các ứng viên có kinh nghiệm ở trong lĩnh vực Logistics/ Marketing/ Sales.
- Có kỹ năng giao tiếp, tổ chức công việc, giải quyết vấn đề tốt. Có khả năng chịu được áp lực công việc cao và khả năng phối hợp nhóm tốt.
- Có khả năng sử dụng tiếng Anh hoặc tiếng Trung là một lợi thế.
2. Kiến thức:
- Tốt nghiệp đại học các khối ngành Kinh tế hoặc chuyên ngành Xuất nhập khẩu, Ngoại thương, Ngoại ngữ, GTVT.....
- Có kiến thức cơ bản về Direct Sale/ Telesales/ Marketing/ Logistics..
3. Thái độ:
- Có tinh thần trách nhiệm cao, có ý chí và tham vọng, trung thực, xác định gắn bó lâu dài với công ty.
- Khao khát kiếm tiền, kiên kì với mục tiêu và sự nghiệp cá nhân.

Thu nhập
- Thu nhập trung bình từ 15 - 20 triệu VND hoặc không giới hạn tùy thuộc doanh thu.
- Lương cứng từ 7 - 10 triệu VND theo năng lực.

Quyền lợi
- Thời gian làm việc: 8h00 – 17h00 từ thứ hai – thứ Sáu, và sáng thứ Bảy. Nhân viên chính thức được làm online 02 sáng Thứ 7 theo đăng kí.
- Thu nhập cao: Lương xứng đáng theo năng lực và nhiều cơ hội thăng tiến. Các khoản thưởng Quý, thưởng tháng 13, thưởng vào các dịp Lễ, Tết...
- Các quyền lợi: tặng quà sinh nhật, thưởng 20/10, 8/3 và tặng quà cho con vào dịp 1/6, trung thu...
- Được hưởng đầy đủ các chế độ đãi ngộ theo Luật Lao Động (BHXH, BHYT, BHTN)
- Khám sức khỏe định kỳ hàng năm tại bệnh viện uy tín.
- Nghỉ sau sinh cho nhân viên nữ có con dưới 1 tuổi: 1h/ngày và nhận trợ cấp 1⁄2 tháng lương trong 04 tháng.
- Du lịch (trong nước / ngoài nước) hàng năm
- Tham gia các hoạt động tập thể nội bộ: The end party, Du xuân, Team building, thiện nguyện, Ngày hội gia đình..và nhiều đãi ngộ khác.
Được làm việc trong môi trường: trẻ, sáng tạo, nhiệt huyết, hỗ trợ lẫn nhau.",2025-05-15,Kinh Doanh,Hậu cần/Giao nhận,1.0,Cử nhân,Không hiển thị,,Nhân viên,"Xuất Nhập Khẩu, Chăm Sóc Khách Hàng, Kinh Doanh Xuất Nhập Khẩu, Tin Học Văn Phòng, Sales",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Hậu cần/Giao nhận, Xuất Nhập Khẩu, Chăm Sóc Khách Hàng, Kinh Doanh Xuất Nhập Khẩu, Tin Học Văn Phòng, Sales, Công Ty TNHH AT Á Châu, Hà Nội",Bán Hàng/Phát Triển Kinh Doanh,23,35
Chuyên Viên Tư Vấn Tài Chính Cấp Cao - Kênh Liên Doanh Ngân Hàng BIDV,BIDV Metlife,"$ 400-1,000 /tháng","Hồ Chí Minh, Vietnam, Hà Nội, Vietnam, An Giang, Vietnam, Tầng 3A, tòa VCCI Tower, số 9 Đào Duy Anh - Phường Phương Mai - Quận Đống đa - Hà Nội",,2025-05-15,Ngân Hàng & Dịch Vụ Tài Chính,Bảo hiểm,2.0,Cao đẳng,Không hiển thị,,Nhân viên,"Tư Vấn Tài Chính, Tư Vấn, Chăm Sóc Khách Hàng, Bất Động Sản, Bảo Hiểm",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Ngân Hàng & Dịch Vụ Tài Chính, Dịch Vụ Hỗ Trợ Khách Hàng, Bảo hiểm, Tư Vấn Tài Chính, Tư Vấn, Chăm Sóc Khách Hàng, Bất Động Sản, Bảo Hiểm, BIDV Metlife, Hồ Chí Minh, Hà Nội, An Giang",Dịch Vụ Hỗ Trợ Khách Hàng,0,100
Legal and Compliance Officer (Aml& Litigation Focus),"Kexim Vietnam Leasing Company., Ltd",$ 650-900 /tháng,"Tầng 9, Cao ốc Diamond Plaza, 34 Lê Duẩn, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh, 9th Floor, Diamond Plaza, 34 Le Duan, Ben Nghe ward, HCMC",,2025-05-15,Pháp Lý,Luật/Dịch vụ pháp lý,2.0,,,,Nhân viên,"Banking, Finance, Credit Risk, Legal Advisory, Compliance",Tiếng Anh,Không hiển thị,,,,"Pháp Lý, Luật Tài Chính Ngân Hàng Thương mại, Luật/Dịch vụ pháp lý, Banking, Finance, Credit Risk, Legal Advisory, Compliance, Kexim Vietnam Leasing Company., Ltd, Hồ Chí Minh",Luật Tài Chính Ngân Hàng Thương mại,0,100
Admin Officer / Nhân Viên Hành Chính Văn Phòng,CUBICSTACK SOLUTIONS,Thương lượng,"Charmington La Pointe, 181 Cao Thang, Ward 12, District 10, Ho Chi Minh City, Vietnam","• Tốt nghiệp Đại học (ưu tiên các ngành Quản trị kinh doanh, Hành chính)
University degree (preferably in Business Administration or Office Management)
• Tối thiểu 1 năm kinh nghiệm hành chính, ưu tiên từng làm tại công ty công nghệ
Minimum 1 year of admin experience; tech/startup background is a plus
• Sử dụng tốt Google Workspace, Microsoft Office
Proficient in Google Workspace, Microsoft Office
• Nhanh nhẹn, tỉ mỉ, giao tiếp tốt và có trách nhiệm
Organized, detail-oriented, good communication, high responsibility
• Biết tiếng Anh là một lợi thế
English skills are a plus",2025-05-15,Hành Chính Văn Phòng,Phần Mềm CNTT/Dịch vụ Phần mềm,1.0,Cử nhân,Không hiển thị,09:00 - 18:00,Nhân viên,"Quản Trị Kinh Doanh, Hành Chính, Google Suite, Microsoft Office, Giao Tiếp",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Hành Chính Văn Phòng, Hành Chính, Phần Mềm CNTT/Dịch vụ Phần mềm, Quản Trị Kinh Doanh, Hành Chính, Google Suite, Microsoft Office, Giao Tiếp, CUBICSTACK SOLUTIONS, Hồ Chí Minh",Hành Chính,0,100
IT Engineer,"Boyd Vietnam Company Limited.,",Thương lượng,"Lot CN2-4, Yen Phong (extend) industrial zone, Yen Trung commune, Yen Phong district, Bac Ninh, VN, Lot CN2-4, Yen Phong (extend) industrial zone, Yen Trung commune, Yen Phong district, Bac Ninh, Vietnam","• Good knowledge of both hardware, software, network
• Experience of software like MS Office365 OWA, Teams, SharePoint Online…etc.
• Experience on softwares like Smart CFD, CADian, Solidworks, AutoCAD etc installation and licencing, resolve computer and printer problem
• Good/Strong verbal and written communication skills, can use English as working language
• Problem solving skills, and the ability to exercise sound judgment in any customer service scenario
• good team player with self-motivation and can work independently with minimal direction, experience of working in multi-national company will be a plus
• At least 4 Years working experience on IT support role
• Degree or Diploma in IT or related discipline
Working Location: Yen Phong (extend) industrial zone, Yen Trung commune, Yen Phong district, Bac Ninh, Vietnam",2025-05-15,Công Nghệ Thông Tin/Viễn Thông,Sản xuất,4.0,Cử nhân,Không hiển thị,,Nhân viên,"Hardware, SharePoint, AutoCAD, Technical Support, Network",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, IT Support/Help Desk, Sản xuất, Hardware, SharePoint, AutoCAD, Technical Support, Network, Boyd Vietnam Company Limited.,, Bắc Ninh",IT Support/Help Desk,0,100
Chuyên Viên Đào Tạo An Toàn Lao Động và Quản Lý Hồ Sơ (Làm Việc Tại Nhà Máy Hà Tĩnh),Vinfast TRADING AND Production JSC,Thương lượng,"Vung Ang, Ha Tinh, Symphony Building, Chu Huy Man Street, Hanoi, Vietnam","1. Tốt nghiệp Đại học
2. Kỹ năng tin học văn phòng tốt (MS Office) và kỹ năng đàm phán và giao tiếp tốt.
3. Quản lý đào tạo mảng việc liên quan đến ATVSLĐ và phụ trách hồ sơ về ATLĐ. Cần ứng viên có mind set & kỹ năng xử lý tình huống tốt, tiếng anh tốt và biết tiếng trung có thể làm việc linh hoạt với các bên liên quan (Audit, Loan, Work permit …)",2025-05-15,Kiến Trúc/Xây Dựng,Ô tô,2.0,Cử nhân,Không hiển thị,,Nhân viên,"HSE Trainings, HSE Certification, HSE Compliance, Documentation Compliance, Training",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kiến Trúc/Xây Dựng, An Toàn Lao Động, Ô tô, HSE Trainings, HSE Certification, HSE Compliance, Documentation Compliance, Training, Vinfast TRADING AND Production JSC, Hà Tĩnh",An Toàn Lao Động,0,100
Audit Assistant Manager (HN office),"Crowe Vietnam Co., Ltd",Thương lượng,"IPH Office Tower, 241 Xuan Thuy st, Dich Vong Hau Ward, Cau Giay Dist, Ha Noi, HAN Office: Room 1205, 12th Floor, IPH Tower, 241 Xuan Thuy Str., Cau Giay Dist., HN -- HCM Office: 14th Floor, TNR Tower, 180-192 Nguyen Cong Tru Str., Dist. 1, HCMC--DAN Office: Tòa nhà Mường Thanh Sông Hàn, 115 Nguyễn Văn Linh, Quận Hải Châu, Đà Nẵng","• At least 5 years of experience in Auditing;
• CPA VN is required; CPA Australia/ ACCA/ CFAB – ACA (ICAEW) certificate graduates or partials are preferred;
• In-depth knowledge of International Standards on Auditing (ISA) and Vietnamese Accounting Standards (VAS); familiarity with IFRS is an advantage.
• Skills and attributes to become a good leader, such as strong leadership, good time management, flexible communication with clients, etc.
• Good command of English, both verbal and written;
• Long-term commitment.",2025-05-15,Kế Toán/Kiểm Toán,Kế toán/Kiểm toán,5.0,Cử nhân,2,flexible - flexible,Trưởng phòng,"Auditing, Cpa Vn, English Language Proficiency, International Accounting Standards, Leadership",Tiếng Anh,Người Việt Nam,Bất kỳ,Thứ 2 đến Thứ 7,Toàn thời gian,"Kế Toán/Kiểm Toán, Kiểm Toán, Kế toán/Kiểm toán, Auditing, Cpa Vn, English Language Proficiency, International Accounting Standards, Leadership, Crowe Vietnam Co., Ltd, Hà Nội",Kiểm Toán,0,100
Accountant,"Kexim Vietnam Leasing Company., Ltd",Thương lượng,"Tầng 9, Cao ốc Diamond Plaza, 34 Lê Duẩn, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh, 9th Floor, Diamond Plaza, 34 Le Duan, Ben Nghe ward, HCMC","- University graduates with major in Accounting/Auditing/Finance/Banking/ Economics;
- Big 4/ Credit Institutions experience is preferred;
- Excellent knowledge of accounting standards and regulations; understanding of, or at least, interest in IFRS;
- Multi-tasking, ability to work under pressure and results-oriented mindset;
- Good written and spoken knowledge of English;",2025-05-15,Kế Toán/Kiểm Toán,Kế toán/Kiểm toán,0.0,,,,Mới Tốt Nghiệp,"Banking, Finance, Credit Risk, Credit Control, Credit Analysis",Tiếng Anh,Không hiển thị,,,,"Kế Toán/Kiểm Toán, Kế Toán Tổng Hợp, Kế toán/Kiểm toán, Banking, Finance, Credit Risk, Credit Control, Credit Analysis, Kexim Vietnam Leasing Company., Ltd, Hồ Chí Minh",Kế Toán Tổng Hợp,0,100
Product Engineer,"Boyd Vietnam Company Limited.,",Thương lượng,"Lot CN2-4, Yen Phong (extend) industrial zone, Yen Trung commune, Yen Phong district, Bac Ninh, VN, Lot CN2-4, Yen Phong (extend) industrial zone, Yen Trung commune, Yen Phong district, Bac Ninh, Vietnam",,2025-05-15,Khoa Học & Kỹ Thuật,Sản xuất,0.0,,,,Mới Tốt Nghiệp,"SolidWorks, Cost Analysis, AutoCAD, Automation, Metal Material",Tiếng Anh,Không hiển thị,,,,"Khoa Học & Kỹ Thuật, Cơ Khí & Điện Lạnh, Sản xuất, SolidWorks, Cost Analysis, AutoCAD, Automation, Metal Material, Boyd Vietnam Company Limited.,, Bắc Ninh",Cơ Khí & Điện Lạnh,0,100
Senior Finance Writer (Fulltime Remote),EVAN COACHING LLC,"$ 1,000-1,500 /tháng","Hồ Chí Minh, Việt Nam, Ho Chi Minh","• At least 3 years of experience writing about finance, investing, or real estate.
• Strong writing skills in both Vietnamese and English.
• Solid understanding of the U.S. financial system — credit, mortgage, 401(k), rental property investing, etc.
• Experience writing YouTube scripts and collaborating with a video editor or content team.
• Ability to interpret and simplify economic data, government reports, and real estate trends.
• Strategic mindset: can propose and execute content ideas that align with marketing goals.
• Preference for Vietnamese candidates who have lived or are currently living in the U.S., Canada, or Australia.
• Self-driven, detail-oriented, and capable of managing content independently.
• Proven ability to work independently, manage projects, and meet deadlines in a remote work environment.

Bonus Points (not required)
• You’ve helped grow or written for a YouTube channel or podcast in the finance/education space.
• Experience working in edtech, coaching, or creating educational content.
• You have a strong content portfolio: blogs, scripts, or bilingual writing samples.
• Familiarity with using AI tools to support content research, SEO, and content planning.",2025-05-15,"Tiếp Thị, Quảng Cáo/Truyền Thông",Tài Chính,3.0,Không giới hạn,Không hiển thị,09:00 - 18:00,Nhân viên,"Finance Development, Bilingual Content Creation, Script Writing, Market Trend Analysis, Strategic Thinking",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị Nội Dung, Tài Chính, Finance Development, Bilingual Content Creation, Script Writing, Market Trend Analysis, Strategic Thinking, EVAN COACHING LLC, Hồ Chí Minh",Tiếp Thị Nội Dung,0,100
[Cbm]_Sales Engineer,"Repco Nex (Vietnam) Co., Ltd",Thương lượng,"117-119 Lý Chính Thắng, Phường Võ Thị Sáu, District 3, Ho Chi Minh City, Vietnam, Tầng 4, toà nhà Vũng Tàu Plaza, số 207 Lê Hồng Phong, Phường 8, Thành Phố Vũng Tàu, Bà Rịa - Vũng Tàu","• Bachelor's degree in Engineering
• Enthusiasm and good manner
• Customer service skills and problem-solving skills
• Strong planning and report skill
• Comfortable on travelling nationwide
• Mature and be able to work independently
• Coordinate with other department",2025-05-15,Khoa Học & Kỹ Thuật,Kỹ thuật xây dựng/Cơ sở hạ tầng,1.0,,,,Nhân viên,"engineer, Sales",Tiếng Anh,Không hiển thị,,,,"Khoa Học & Kỹ Thuật, Điện/Nước/Chất Thải, Kỹ thuật xây dựng/Cơ sở hạ tầng, engineer, Sales, Repco Nex (Vietnam) Co., Ltd, Hồ Chí Minh",Điện/Nước/Chất Thải,0,100
